"","Condition","List","GenderRating","Name","Prompt","He","She","Other","Response","Likeable","Accomplished","Important","SubjID","SubjGenderMale"
"6726","full","2A",3.61,"Stevie Cooper","science",0,0,1,"To help younger students",2,2,2,"Exp3_P996",0
"6727","full","2A",4.22,"Taylor Smith","athlete",0,0,1,"It’s exciting and a record",4,4,4,"Exp3_P996",0
"6728","full","1C",6.24,"Ashley Cook","book",0,1,0,"She worked in retail and spent evenings writing.",1,1,1,"Exp3_P975",0
"6729","full","1C",2.61,"Emerson Moore","meals",1,0,0,"he has felt very accomplished and humbled.",1,1,1,"Exp3_P975",0
"6730","full","1C",6.82,"Emily Ward","album",0,1,0,"it's the most successful release of hers yet.",1,1,1,"Exp3_P975",0
"6731","full","1C",5.34,"Jackie Turner","animals",0,0,1,"they have adopted over 400 animals and thanks the community for their support.",1,1,1,"Exp3_P975",0
"6732","full","1C",1.28,"James Green","science",1,0,0,"he plans to follow the same group of children for the next several years.",1,1,1,"Exp3_P975",0
"6733","full","1C",4.39,"Jessie Brooks","athlete",0,1,0,"She's lucky and that she's feeling good and is still running.",1,1,1,"Exp3_P975",0
"6734","full","1C",3.87,"Reese King","politics",0,1,0,"she has been attracting wide support from multiple organizations.",1,1,1,"Exp3_P975",0
"6735","full","3B",5.22,"Blair Hill","book",0,0,1,"Blair was then picked up by a leading pioneer author who was able to put Blair's name into the spotlight. Blair then went on to write a sequel to Doorways and then one more to complete the trifecta. Blair is now currently working on a new series entirely and is thankful everyday for the opportunity.",2,1,2,"Exp3_P1039",1
"6736","full","3B",1.24,"Brian King","animals",1,0,0,"He has now expanded his kitten shelter to the tri-county area. He now brings in strays and heals over 20 kittens daily through the help of both paid employees and volunteers. He's received press coverage from the state and is recognized as a county honor.",2,2,2,"Exp3_P1039",1
"6737","full","3B",5.86,"Elisha Moore","politics",0,1,0,"She spurred up the city and participants got what they expected. She then proposed new bills for the town and seems to be ahead in the races. This event definitely paid off for her.",3,2,1,"Exp3_P1039",1
"6738","full","3B",3.75,"Quinn Parker","athlete",1,0,0,"All he has to do is keep doing what he's doing and he should be good to go. He says the secret to recovery is to not stress yourself and do everything in baby steps. There is no other technique to achieve his level of performance.",3,3,6,"Exp3_P1039",1
"6739","full","3B",6.78,"Rebecca Wright","meals",0,1,0,"Some organizations have sponsored a few workers to help her out during this busy holiday. She was able to round up dozens of volunteers from many orgs across the county and she made the local news. She was able to overdeliver her meal plans for citizens.",2,2,2,"Exp3_P1039",1
"6740","full","3B",4.34,"Riley Cook","science",1,0,0,"Riley then announced his discoveries to the public and was recognized by the NCBI. He then went on to publish a book called Neurotransformation which put him in the spotlight for a Nobel Prize.",3,1,2,"Exp3_P1039",1
"6741","full","3B",2.41,"Tommie Smith","album",0,0,1,"Anyone can do the same if they just have the spirit. Although not everyone likes music Tommie says to do what you love and do it well.",3,3,4,"Exp3_P1039",1
"6742","full","2C",6.24,"Ashley Walker","science",0,1,0,"she prepared to speak to educational experts about her findings.",2,2,4,"Exp3_P1010",0
"6743","full","2C",2.61,"Emerson Green","athlete",1,0,0,"he is excited to keep winning and improving as a runner.",2,2,4,"Exp3_P1010",0
"6744","full","2C",6.82,"Emily Baker","animals",1,0,0,"he organization has accomplished a lot in saving and helping cats and kittens.",2,2,4,"Exp3_P1010",0
"6745","full","2C",5.34,"Jackie White","meals",0,0,1,"the homeless people will definitely get transportation and help.",2,2,4,"Exp3_P1010",0
"6746","full","2C",1.28,"James Miller","politics",1,0,0,"he saw that he gained a lot of new supporters.",2,2,4,"Exp3_P1010",0
"6747","full","2C",4.39,"Jessie Cook","book",0,1,0,"she was invited to events and book signings.",2,2,4,"Exp3_P1010",0
"6748","full","2C",3.87,"Reese Parker","album",1,0,0,"he didn't do it alone as he had some friends help him fine tune the song.",2,2,4,"Exp3_P1010",0
"6749","full","2C",6.24,"Ashley Walker","science",0,1,0,"she discovered that both male and female children can develop mathematical abilities to the same level when the circumstances are the same.",2,2,3,"Exp3_P1179",1
"6750","full","2C",2.61,"Emerson Green","athlete",1,0,0,"he looks forward to winning both of them as he wants to peak in his career.",2,2,3,"Exp3_P1179",1
"6751","full","2C",6.82,"Emily Baker","animals",0,1,0,"She realized now important her work is and how she wants to keep going and fighting for animal protection",1,2,2,"Exp3_P1179",1
"6752","full","2C",5.34,"Jackie White","meals",0,1,0,"she decided to make a plan in order to obtain more volunteer people to help improve conditions for local people in need",2,2,3,"Exp3_P1179",1
"6753","full","2C",1.28,"James Miller","politics",1,0,0,"He decided to become a local politician",3,3,4,"Exp3_P1179",1
"6754","full","2C",4.39,"Jessie Cook","book",0,1,0,"She decided to do more research and have a different approach so her follow up book can be as impactful as her first one",2,2,3,"Exp3_P1179",1
"6755","full","2C",3.87,"Reese Parker","album",0,1,0,"The quality of her music is thanks to her own abilities and self-discipline",2,3,3,"Exp3_P1179",1
"6756","full","1C",6.24,"Ashley Cook","book",0,1,0,"She decided she would write another book but this one would be dark and brooding.",1,2,1,"Exp3_P1006",1
"6757","full","1C",2.61,"Emerson Moore","meals",0,0,1,"many people have shown up to give support and volunteer.",1,1,1,"Exp3_P1006",1
"6758","full","1C",6.82,"Emily Ward","album",0,1,0,"She was surprised so many people related to her music.",1,1,1,"Exp3_P1006",1
"6759","full","1C",5.34,"Jackie Turner","animals",0,1,0,"She decided that saving cats would be a lifelong passion of hers.",1,1,1,"Exp3_P1006",1
"6760","full","1C",1.28,"James Green","science",0,0,1,"many people changed the way they viewed children's cognitive abilities.",1,1,2,"Exp3_P1006",1
"6761","full","1C",4.39,"Jessie Brooks","athlete",1,0,0,"As long as his body holds up nothing can stop him.",2,2,2,"Exp3_P1006",1
"6762","full","1C",3.87,"Reese King","politics",0,0,1,"many voters pledged their support for him.",2,2,1,"Exp3_P1006",1
"6763","full","1A",2.12,"Chris Miller","science",0,0,1,"People were interested in the development of children's brains. ",3,3,3,"Exp3_P1119",0
"6764","full","1A",5.59,"Jodie Parker","book",0,1,0,"People were hoping she would write another book.",3,4,4,"Exp3_P1119",0
"6765","full","1A",4.73,"Kerry Baker","album",0,0,1,"I am happy so many people enjoy my music.",3,3,4,"Exp3_P1119",0
"6766","full","1A",6.73,"Mary Cooper","athlete",0,0,1,"this has been the best season I have had.",4,3,4,"Exp3_P1119",0
"6767","full","1A",1.21,"Matthew Smith","animals",1,0,0,"he is happy to say his has saved many cats and many have been adopted. ",3,4,4,"Exp3_P1119",0
"6768","full","1A",3.61,"Stevie White","politics",1,0,0,"his was grateful to his many supporters.",4,3,4,"Exp3_P1119",0
"6769","full","1A",4.22,"Taylor Wright","meals",0,1,0,"she is surprised at the number of people who need assistance.",3,3,3,"Exp3_P1119",0
"6770","full","2C",6.24,"Ashley Walker","science",0,1,0,"Parents of these children in the group that Ashley was following acknowledged her dedication and work.  They really wanted her to continue over seeing their child or children in hopes for new answers.  Ashley's hard work has earned her a better reputation in the medical world.",1,1,1,"Exp3_P1256",0
"6771","full","2C",2.61,"Emerson Green","athlete",1,0,0,"He will continue to strive further in his competitions.  He will not let his fails or mistakes prevent him from striving to the fullest capability possible.",1,1,1,"Exp3_P1256",0
"6772","full","2C",6.82,"Emily Baker","animals",0,1,0,"In hopes that she could help stray cats find new and loving homes.  With her dedication she had found over 400 stray cats new homes.  Her journey continues to move forward in hopes for all stray cats to have homes in the winter months.",2,2,3,"Exp3_P1256",0
"6773","full","2C",5.34,"Jackie White","meals",0,1,0,"She has helped many people who have no where to go on Thanksgiving enjoy a real Thanksgiving meal.",1,1,1,"Exp3_P1256",0
"6774","full","2C",1.28,"James Miller","politics",1,0,0,"He interacted with the city's citizens in hopes of being elected as the city official.  ",2,3,2,"Exp3_P1256",0
"6775","full","2C",4.39,"Jessie Cook","book",1,0,0,"He continued to write.  He actually is putting out a second book soon.",3,3,2,"Exp3_P1256",0
"6776","full","2C",3.87,"Reese Parker","album",0,1,0,"She loves feeling emotion in her songs.  Each song's lyrics are about love devotion and spirituality.",3,3,3,"Exp3_P1256",0
"6777","full","2A",2.12,"Chris Collins","meals",1,0,0,"he has been donating his time volunteering.",1,1,2,"Exp3_P1201",1
"6778","full","2A",5.59,"Jodie Ward","animals",0,0,1,"more kittens are being adopted.",1,2,2,"Exp3_P1201",1
"6779","full","2A",4.73,"Kerry Moore","book",0,0,1,"was on the New York times best seller list.",3,1,3,"Exp3_P1201",1
"6780","full","2A",6.73,"Mary Brown","politics",0,1,0,"she was exited to get so many people there.",1,2,3,"Exp3_P1201",1
"6781","full","2A",1.21,"Matthew Turner","album",0,0,1,"it was mimicked from another album.",2,1,3,"Exp3_P1201",1
"6782","full","2A",3.61,"Stevie Cooper","science",1,0,0,"he wanted to see how preschoolers did in math.",2,2,1,"Exp3_P1201",1
"6783","full","2A",4.22,"Taylor Smith","athlete",1,0,0,"he wants to keep the door open.",2,1,4,"Exp3_P1201",1
"6784","full","2A",2.12,"Chris Collins","meals",1,0,0,"he's been able to make the Thanksgiving dinner a reality.",2,2,5,"Exp3_P1072",1
"6785","full","2A",5.59,"Jodie Ward","animals",0,1,0,"she found herself entranced with her work helpings cats.",2,5,6,"Exp3_P1072",1
"6786","full","2A",4.73,"Kerry Moore","book",1,0,0,"he went on a tour to publicize his work.",5,2,2,"Exp3_P1072",1
"6787","full","2A",6.73,"Mary Brown","politics",0,1,0,"she continued on to win the election.",3,2,2,"Exp3_P1072",1
"6788","full","2A",1.21,"Matthew Turner","album",1,0,0,"the song reminds him of his childhood in Surrey.",4,2,3,"Exp3_P1072",1
"6789","full","2A",3.61,"Stevie Cooper","science",1,0,0,"he went back to his work studying children and their capabilites.",2,1,3,"Exp3_P1072",1
"6790","full","2A",4.22,"Taylor Smith","athlete",0,1,0,"she treats every competition equally and will try her perform up to her standards.",2,2,3,"Exp3_P1072",1
"6791","full","2A",2.12,"Chris Collins","meals",1,0,0,"to get 200 thanksgiving dinners to the needy over the holidays. He also need volunteers to help clean up.",5,5,5,"Exp3_P1226",1
"6792","full","2A",5.59,"Jodie Ward","animals",0,1,0,"she has helped get cats homes and take care of stays. She also fosters many injured cats that need help recovering from accidents.",5,5,5,"Exp3_P1226",1
"6793","full","2A",4.73,"Kerry Moore","book",0,0,1,"It was on its 3 week of the best sellers list.",6,5,5,"Exp3_P1226",1
"6794","full","2A",6.73,"Mary Brown","politics",0,0,1,"attracting nearly 500 community members last night.",6,6,6,"Exp3_P1226",1
"6795","full","2A",1.21,"Matthew Turner","album",1,0,0,"his upcoming tour is sold out. after he will work on his 4th album.",5,5,6,"Exp3_P1226",1
"6796","full","2A",3.61,"Stevie Cooper","science",0,0,1,"plans to follow the same group of children for the next several years to see how their brains develop ",6,6,6,"Exp3_P1226",1
"6797","full","2A",4.22,"Taylor Smith","athlete",0,0,1,"keeping the possibility open that the bar will be raised even higher for this new record.",6,6,6,"Exp3_P1226",1
"6798","full","1A",2.12,"Chris Miller","science",1,0,0,"He went on the talk about his findings and express interest in the kids over the next several years.  ",1,3,1,"Exp3_P1082",0
"6799","full","1A",5.59,"Jodie Parker","book",0,1,0,"She will go on the publish another book and continue her success.",2,2,2,"Exp3_P1082",0
"6800","full","1A",4.73,"Kerry Baker","album",0,0,1,"It was a great accomplishment and I will continue to grow with my music.  ",2,2,2,"Exp3_P1082",0
"6801","full","1A",6.73,"Mary Cooper","athlete",0,1,0,"She will be running two more races and hopes to achieve those two more medals. ",2,1,2,"Exp3_P1082",0
"6802","full","1A",1.21,"Matthew Smith","animals",0,0,1,"To help cut down on the feral cat population and care for the cats in need. ",1,2,1,"Exp3_P1082",0
"6803","full","1A",3.61,"Stevie White","politics",1,0,0,"to express his interest for the future. ",1,2,1,"Exp3_P1082",0
"6804","full","1A",4.22,"Taylor Wright","meals",0,1,0,"She has provided many meals for people in need during the holiday seasons. ",1,1,1,"Exp3_P1082",0
"6805","full","3C",6.24,"Ashley Green","album",0,1,0,"it surprised her",1,2,2,"Exp3_P1169",1
"6806","full","3C",2.61,"Emerson Baker","animals",0,0,1,"it has bloomed into a community favorite",3,3,2,"Exp3_P1169",1
"6807","full","3C",6.82,"Emily Brooks","politics",0,1,0,"she caught the interest of close to 500 community members and future voters.",3,3,3,"Exp3_P1169",1
"6808","full","3C",5.34,"Jackie Walker","book",0,0,1,"it went on The New York bestseller list for three weeks straight.",3,2,2,"Exp3_P1169",1
"6809","full","3C",1.28,"James White","athlete",0,0,1,"Im feeling good and so I'm still running",2,2,3,"Exp3_P1169",1
"6810","full","3C",4.39,"Jessie Turner","science",0,1,0,"she had 4 year old answers questions",3,2,3,"Exp3_P1169",1
"6811","full","3C",3.87,"Reese Campbell","meals",0,0,1,"to give meals for people who don't have stable houses",3,2,2,"Exp3_P1169",1
